price,mileage,transmission,model,year,fuelType,tax,mpg,engineSize
8700,15000,Manual, Fiesta,2016,Petrol,0,65.7,1
15999,2410,Manual, EcoSport,2019,Petrol,150,53.3,1
12999,8732,Manual, Fiesta,2019,Petrol,145,58.9,1
12999,9307,Manual, Fiesta,2019,Petrol,145,58.9,1
14199,6335,Automatic, Fiesta,2019,Petrol,145,48.7,1
8299,36711,Manual, EcoSport,2016,Diesel,30,64.2,1.5
14399,6967,Automatic, Fiesta,2019,Petrol,145,48.7,1
8799,10380,Manual, Fiesta,2016,Petrol,0,65.7,1
8200,21731,Manual, Fiesta,2016,Petrol,0,65.7,1
10800,40000,Manual, Focus,2017,Diesel,0,74.3,1.5
11200,14341,Manual, Focus,2017,Diesel,0,74.3,1.5
10700,26715,Manual, Focus,2017,Petrol,150,60.1,1
9800,27861,Manual, Focus,2016,Petrol,20,60.1,1
10500,6693,Automatic, Focus,2015,Petrol,165,44.8,1.6
6900,37052,Manual, Fiesta,2017,Petrol,125,54.3,1.2
8700,31399,Manual, Fiesta,2015,Petrol,0,65.7,1
15999,183,Manual, Fiesta,2020,Petrol,150,55.4,1
16799,433,Automatic, EcoSport,2019,Petrol,150,45.6,1
11999,6150,Manual, Fiesta,2018,Petrol,150,65.7,1
8999,40561,Manual, Fiesta,2017,Petrol,20,62.8,1
10200,12427,Manual, Focus,2016,Petrol,20,61.4,1
15900,30884,Manual, Focus,2017,Diesel,20,67.3,2
10100,38638,Manual, Focus,2016,Diesel,0,74.3,1.5
10800,15903,Automatic, Focus,2016,Petrol,125,51.4,1
9850,19243,Automatic, EcoSport,2016,Petrol,160,44.8,1.5
10000,24891,Manual, EcoSport,2017,Petrol,125,52.3,1
8400,36701,Manual, EcoSport,2016,Petrol,125,53.3,1
10500,11896,Manual, EcoSport,2017,Petrol,125,52.3,1
7800,29512,Manual, Fiesta,2016,Petrol,0,65.7,1
7900,29326,Manual, Fiesta,2016,Petrol,0,65.7,1
9100,38379,Manual, Focus,2015,Diesel,0,74.3,1.5
7500,44264,Manual, Fiesta,2016,Petrol,0,65.7,1
8200,29529,Manual, Fiesta,2016,Petrol,0,65.7,1
8700,12110,Manual, Fiesta,2016,Petrol,0,65.7,1
8900,35500,Manual, Fiesta,2016,Petrol,20,62.8,1
7995,41589,Manual, Fiesta,2017,Petrol,145,65.7,1
9995,24826,Manual, Fiesta,2017,Petrol,150,65.7,1
10295,46713,Manual, Focus,2017,Petrol,20,60.1,1
10995,24449,Manual, Focus,2017,Petrol,150,60.1,1
7900,14175,Manual, Fiesta,2014,Petrol,0,65.7,1
9450,8724,Manual, EcoSport,2017,Petrol,150,52.3,1
9650,27000,Manual, Focus,2017,Petrol,150,61.4,1
8650,27241,Manual, Fiesta,2016,Petrol,20,62.8,1
12489,13530,Manual, Focus,2017,Diesel,150,74.3,1.5
9989,16019,Semi-Auto, Fiesta,2017,Petrol,150,57.7,1
14295,10585,Manual, Focus,2018,Petrol,145,57.7,1
9295,35150,Manual, Fiesta,2016,Petrol,0,65.7,1
10795,41008,Manual, Fiesta,2018,Petrol,145,56.5,1
14695,9316,Manual, EcoSport,2019,Petrol,145,53.3,1
4495,77000,Manual, Focus,2011,Petrol,145,47.9,1.6
4695,67000,Manual, Focus,2011,Petrol,145,47.9,1.6
12200,38773,Manual, Focus,2015,Diesel,20,67.3,2
7500,36421,Manual, Fiesta,2016,Petrol,0,65.7,1
7100,33428,Manual, Fiesta,2015,Petrol,0,65.7,1
11800,16612,Manual, Focus,2017,Diesel,0,74.3,1.5
8100,39612,Manual, Focus,2014,Diesel,20,67.3,1.6
11000,25921,Manual, Fiesta,2016,Petrol,145,47.9,1.6
10150,29301,Manual, Focus,2017,Diesel,0,74.3,1.5
11250,29463,Manual, Fiesta,2018,Petrol,150,62.8,1
13495,6019,Manual, Fiesta,2018,Petrol,145,65.7,1
13995,15080,Manual, EcoSport,2018,Petrol,145,54.3,1
13489,11268,Manual, Fiesta,2019,Petrol,145,58.9,1
9489,38000,Manual, Focus,2015,Diesel,0,74.3,1.5
11489,7199,Manual, Fiesta,2019,Petrol,150,58.9,1
7489,33000,Manual, Fiesta,2016,Petrol,125,54.3,1.2
10789,22000,Automatic, Focus,2017,Petrol,150,51.4,1
9789,21899,Semi-Auto, Fiesta,2017,Petrol,0,57.7,1
10989,20000,Manual, Focus,2017,Petrol,150,60.1,1
12299,12100,Manual, Focus,2017,Petrol,150,60.1,1
10989,11256,Manual, Focus,2017,Petrol,150,60.1,1
10489,11704,Manual, Fiesta,2018,Petrol,150,65.7,1
10489,15402,Manual, Fiesta,2018,Petrol,150,65.7,1
13489,3549,Semi-Auto, Focus,2018,Diesel,150,74.3,1.5
13799,8244,Manual, EcoSport,2018,Petrol,145,54.3,1
10489,19137,Manual, Fiesta,2018,Petrol,150,65.7,1
10489,19510,Manual, Fiesta,2018,Petrol,150,65.7,1
10489,12416,Automatic, Focus,2016,Petrol,125,51.4,1
14489,13765,Manual, Focus,2019,Petrol,145,58.9,1
7189,28101,Manual, Fiesta,2015,Petrol,125,54.3,1.2
17289,12030,Manual, Focus,2019,Petrol,145,60.1,1
7999,15074,Manual, Fiesta,2016,Petrol,125,54.3,1.2
9800,44162,Manual, Focus,2016,Diesel,20,70.6,2
8600,26068,Manual, Fiesta,2017,Petrol,145,65.7,1
8000,50000,Manual, Focus,2015,Petrol,20,60.1,1
7250,38830,Manual, Fiesta,2016,Petrol,0,65.7,1
11500,20733,Automatic, Focus,2017,Petrol,150,51.4,1
11999,20479,Manual, Fiesta,2017,Petrol,145,47.9,1.6
10999,16714,Manual, Focus,2017,Diesel,145,74.3,1.5
16999,3211,Manual, Focus,2019,Petrol,145,60.1,1
24999,6746,Manual, Focus,2019,Petrol,145,34.5,2.3
11999,4800,Manual, Fiesta,2019,Petrol,145,58.9,1
9989,25379,Manual, Fiesta,2018,Petrol,145,65.7,1
13989,7534,Manual, Focus,2018,Petrol,145,57.7,1
12289,14112,Manual, Focus,2017,Petrol,145,60.1,1
11489,18377,Manual, Fiesta,2018,Petrol,150,65.7,1
11889,9610,Manual, Focus,2018,Petrol,150,60.1,1
11489,19942,Manual, Focus,2016,Diesel,0,74.3,1.5
8289,21000,Manual, Fiesta,2016,Petrol,0,65.7,1
9989,14826,Manual, Fiesta,2018,Petrol,150,64.2,1.1
9989,23591,Manual, Fiesta,2018,Petrol,150,65.7,1
9989,17221,Manual, Fiesta,2017,Petrol,145,65.7,1
8289,60462,Manual, EcoSport,2017,Petrol,125,53.3,1
7389,8741,Manual, Fiesta,2016,Petrol,125,54.3,1.2
16989,2120,Manual, Focus,2019,Petrol,145,60.1,1
13989,21,Manual, EcoSport,2019,Petrol,145,53.3,1
10200,27912,Manual, Focus,2017,Diesel,0,74.3,1.5
10200,43234,Manual, Focus,2017,Diesel,0,74.3,1.5
10300,51186,Manual, Focus,2017,Petrol,125,51.4,1.5
10700,18483,Manual, Focus,2017,Petrol,20,60.1,1
17489,9028,Manual, Focus,2018,Petrol,145,41.5,2
15289,23815,Manual, Focus,2017,Petrol,145,41.5,2
9589,8659,Manual, Fiesta,2017,Petrol,145,65.7,1
8789,23447,Manual, EcoSport,2017,Petrol,125,52.3,1
17989,15623,Automatic, Focus,2019,Diesel,145,74.3,1.5
19989,7895,Manual, Fiesta,2019,Petrol,150,40.3,1.5
15250,4500,Manual, Fiesta,2020,Petrol,150,58.9,1
10489,3960,Manual, Focus,2017,Petrol,20,60.1,1
15789,8800,Manual, Focus,2019,Petrol,150,60.1,1
9989,22922,Manual, Fiesta,2018,Petrol,150,65.7,1
9489,18708,Semi-Auto, Fiesta,2016,Petrol,145,47.9,1.6
7489,29094,Manual, Fiesta,2017,Petrol,145,65.7,1
18000,881,Manual, Focus,2019,Petrol,150,60.1,1
8489,31902,Manual, Fiesta,2017,Petrol,145,65.7,1
3989,73994,Manual, Fiesta,2012,Petrol,20,68.9,1.4
3789,71672,Manual, Fiesta,2009,Diesel,20,67.3,1.6
7989,12800,Semi-Auto, Fiesta,2014,Petrol,0,57.7,1
8289,43839,Manual, Focus,2017,Petrol,20,61.4,1
9489,37069,Manual, Fiesta,2017,Petrol,0,57.7,1
8389,36335,Manual, EcoSport,2016,Petrol,125,53.3,1
8949,43931,Manual, Focus,2017,Petrol,20,61.4,1
8489,68127,Automatic, Fiesta,2017,Petrol,0,57.7,1
9989,31856,Manual, Focus,2017,Petrol,145,60.1,1
9689,31432,Manual, Focus,2016,Petrol,20,60.1,1
8000,26358,Automatic, Fiesta,2014,Petrol,145,47.9,1.6
9000,40249,Manual, Fiesta,2016,Diesel,0,78.5,1.5
10500,22249,Manual, Focus,2015,Petrol,20,60.1,1
13000,24716,Manual, Focus,2018,Diesel,150,74.3,1.5
8000,21155,Manual, Fiesta,2014,Petrol,0,65.7,1
13000,15362,Manual, Focus,2017,Diesel,150,74.3,1.5
18000,8607,Automatic, Focus,2018,Petrol,145,47.9,1.5
7500,55478,Manual, Fiesta,2015,Petrol,20,62.8,1
14800,368,Manual, Fiesta,2019,Petrol,150,58.9,1
12500,18605,Manual, Focus,2018,Petrol,145,57.7,1
10300,18667,Manual, Fiesta,2017,Petrol,150,65.7,1
9700,26097,Manual, Fiesta,2014,Petrol,150,47.9,1.6
10700,44901,Manual, Focus,2017,Diesel,150,74.3,1.5
9200,9530,Manual, Fiesta,2017,Petrol,125,54.3,1.2
10300,27516,Manual, Fiesta,2018,Petrol,145,65.7,1
9800,25708,Manual, Fiesta,2017,Petrol,0,65.7,1
11000,24934,Manual, EcoSport,2017,Petrol,125,52.3,1
10500,24518,Manual, Fiesta,2018,Petrol,150,65.7,1
10000,22060,Manual, Fiesta,2017,Petrol,150,65.7,1
11200,23898,Manual, Focus,2017,Diesel,0,74.3,1.5
9500,27804,Manual, Fiesta,2017,Petrol,20,62.8,1
11000,22728,Manual, Fiesta,2017,Petrol,0,65.7,1
11800,13601,Manual, Focus,2017,Petrol,20,60.1,1
13500,25535,Manual, Focus,2018,Diesel,150,74.3,1.5
9300,20901,Manual, Fiesta,2018,Petrol,150,55.4,1.1
7800,40857,Manual, Focus,2014,Diesel,125,57.7,2
18500,7892,Automatic, Focus,2019,Petrol,150,51.4,1
13300,1987,Automatic, Fiesta,2019,Petrol,150,48.7,1
9700,28826,Manual, Fiesta,2016,Petrol,20,62.8,1
12500,14063,Manual, Fiesta,2019,Petrol,145,58.9,1
13500,11941,Manual, Focus,2018,Petrol,145,57.7,1
12800,13385,Manual, Fiesta,2019,Petrol,145,56.5,1
12000,25060,Manual, Focus,2016,Petrol,125,51.4,1.5
9689,11000,Manual, Fiesta,2018,Petrol,145,55.4,1.1
11989,26672,Manual, Fiesta,2017,Petrol,145,47.9,1.6
17000,16556,Automatic, Focus,2018,Diesel,145,74.3,1.5
12989,17989,Manual, Focus,2018,Diesel,145,74.3,1.5
16289,8724,Manual, Focus,2018,Diesel,145,80.7,1.5
18139,17522,Manual, Focus,2019,Petrol,145,50.4,1.5
10789,21847,Manual, Focus,2017,Petrol,145,60.1,1
17249,7956,Manual, Focus,2019,Diesel,145,74.3,1.5
18489,9567,Manual, Focus,2019,Diesel,145,57.7,1.5
9999,19801,Manual, Fiesta,2018,Petrol,145,65.7,1
10989,17161,Manual, Focus,2017,Petrol,145,61.4,1
6889,36000,Manual, Fiesta,2015,Petrol,30,54.3,1.2
8189,22887,Manual, Fiesta,2016,Petrol,125,54.3,1.2
10489,24121,Manual, Focus,2016,Petrol,20,61.4,1
10289,20809,Manual, Fiesta,2017,Petrol,145,65.7,1
9400,9405,Manual, Fiesta,2017,Petrol,145,54.3,1.2
12300,27823,Automatic, Focus,2017,Diesel,0,67.3,1.5
18000,14557,Automatic, Focus,2018,Diesel,145,74.3,1.5
17800,1080,Automatic, EcoSport,2019,Petrol,145,44.1,1
16000,6348,Manual, Focus,2019,Petrol,145,60.1,1
11000,21979,Manual, Fiesta,2018,Diesel,145,88.3,1.5
13000,1446,Automatic, Focus,2017,Petrol,150,51.4,1
16000,8497,Manual, Focus,2019,Diesel,145,62.8,1.5
17000,4076,Manual, Focus,2020,Petrol,145,58.9,1
8700,61294,Manual, Focus,2015,Diesel,0,74.3,1.5
10700,20409,Manual, Fiesta,2017,Petrol,145,62.8,1
8700,19706,Manual, Fiesta,2016,Petrol,125,54.3,1.2
9800,20498,Manual, Focus,2015,Petrol,20,61.4,1
10000,18896,Manual, Focus,2015,Diesel,0,74.3,1.5
9000,44317,Manual, Focus,2016,Diesel,0,74.3,1.5
9400,30347,Manual, Fiesta,2018,Petrol,145,64.2,1.1
10200,25524,Automatic, EcoSport,2017,Petrol,160,44.8,1.5
12000,12983,Automatic, Fiesta,2017,Petrol,145,57.7,1
8000,32560,Manual, Fiesta,2016,Petrol,20,62.8,1
10300,36569,Manual, Fiesta,2015,Petrol,145,47.9,1.6
11700,37867,Manual, Fiesta,2017,Petrol,145,47.9,1.6
13000,9738,Manual, Focus,2018,Petrol,145,57.7,1
6500,34522,Manual, Fiesta,2014,Petrol,30,54.3,1.2
7000,30709,Manual, Fiesta,2014,Petrol,0,65.7,1
10800,26247,Manual, Fiesta,2017,Petrol,145,65.7,1
6800,32638,Manual, Fiesta,2013,Petrol,30,54.3,1.2
9800,18647,Manual, Fiesta,2017,Petrol,0,65.7,1
8600,19873,Manual, Fiesta,2016,Petrol,125,54.3,1.2
9000,32469,Manual, Fiesta,2017,Petrol,145,65.7,1
7000,44720,Manual, Fiesta,2014,Petrol,0,65.7,1
11000,31680,Manual, Fiesta,2018,Petrol,145,65.7,1
17500,22864,Manual, Focus,2017,Petrol,145,41.5,2
11200,20867,Manual, Fiesta,2018,Petrol,145,56.5,1
11500,17450,Manual, Fiesta,2018,Petrol,145,56.5,1
13800,22889,Manual, Focus,2018,Diesel,145,58.9,1
10300,17933,Manual, Fiesta,2017,Petrol,145,65.7,1
10400,26677,Manual, Fiesta,2016,Diesel,0,78.5,1.5
16400,3947,Manual, EcoSport,2019,Petrol,145,51.4,1
11300,21786,Manual, Focus,2017,Diesel,145,74.3,1.5
9000,25653,Manual, Fiesta,2017,Petrol,145,65.7,1
8400,22422,Manual, Fiesta,2016,Petrol,125,54.3,1.2
10500,12542,Manual, Fiesta,2017,Petrol,145,65.7,1
10300,17586,Manual, Fiesta,2016,Petrol,0,65.7,1
9300,33259,Manual, Fiesta,2015,Diesel,0,78.5,1.5
10300,20914,Manual, Fiesta,2017,Petrol,0,65.7,1
8200,35865,Manual, Fiesta,2016,Petrol,0,65.7,1
8100,16158,Manual, Fiesta,2016,Petrol,125,54.3,1.2
8700,24360,Manual, Fiesta,2017,Diesel,0,78.5,1.5
8000,32737,Manual, Fiesta,2016,Petrol,0,65.7,1
7500,33399,Manual, Fiesta,2015,Petrol,0,65.7,1
19000,8938,Manual, Focus,2017,Petrol,145,41.5,2
10700,36004,Manual, Fiesta,2016,Petrol,145,47.9,1.6
9900,15920,Manual, Fiesta,2017,Petrol,0,65.7,1
6000,50081,Manual, Focus,2013,Petrol,20,58.9,1
5995,59674,Manual, Fiesta,2014,Petrol,0,65.7,1
8995,36000,Manual, EcoSport,2015,Petrol,155,44.8,1.5
15800,2261,Automatic, EcoSport,2018,Petrol,145,45.6,1
9600,17457,Manual, Fiesta,2016,Petrol,0,65.7,1
11900,17144,Manual, Focus,2018,Petrol,145,60.1,1
10000,14005,Manual, Fiesta,2018,Petrol,145,55.4,1.1
11300,14619,Manual, Fiesta,2018,Petrol,145,65.7,1
16000,26672,Manual, Focus,2019,Petrol,145,60.1,1
12700,25746,Manual, Focus,2017,Diesel,145,74.3,1.5
11000,12518,Manual, Fiesta,2018,Petrol,150,65.7,1
10800,20615,Manual, Fiesta,2016,Petrol,20,62.8,1
12500,10956,Manual, Fiesta,2019,Petrol,145,60.1,1
11300,16617,Manual, Focus,2018,Petrol,145,60.1,1
12500,21697,Automatic, Focus,2017,Petrol,150,51.4,1
12500,15183,Manual, Focus,2018,Petrol,145,57.7,1
13200,2096,Manual, Fiesta,2019,Petrol,145,64.2,1
7700,52210,Manual, Fiesta,2015,Petrol,30,55.4,1
9500,34319,Manual, Focus,2015,Diesel,30,64.2,1.5
15500,8555,Manual, Focus,2019,Petrol,150,60.1,1
7900,41398,Manual, Focus,2013,Diesel,20,67.3,1.6
6300,42700,Manual, Fiesta,2013,Petrol,30,54.3,1.2
8600,17050,Manual, Fiesta,2016,Petrol,125,54.3,1.2
7500,46683,Manual, Fiesta,2014,Petrol,0,65.7,1
8700,19928,Manual, Fiesta,2016,Petrol,125,54.3,1.2
11500,6071,Manual, Focus,2016,Diesel,0,74.3,1.5
12600,16043,Manual, Focus,2017,Petrol,145,60.1,1
11700,20691,Manual, Focus,2017,Petrol,145,60.1,1
9600,27036,Manual, Focus,2016,Diesel,0,74.3,1.5
9000,33161,Automatic, EcoSport,2015,Petrol,160,44.8,1.5
12500,11260,Manual, Fiesta,2019,Petrol,145,60.1,1
13000,12910,Manual, Fiesta,2019,Petrol,145,58.9,1
10300,12218,Manual, Fiesta,2017,Petrol,145,65.7,1
8200,34318,Manual, Fiesta,2016,Petrol,125,54.3,1.2
8800,47156,Manual, Fiesta,2017,Petrol,20,62.8,1
9500,29809,Manual, Fiesta,2017,Petrol,0,65.7,1
9200,32463,Manual, Fiesta,2017,Petrol,0,65.7,1
9000,40789,Manual, Fiesta,2016,Petrol,20,62.8,1
9900,18139,Manual, Focus,2016,Petrol,20,60.1,1
12500,17560,Automatic, Focus,2017,Petrol,145,51.4,1
8500,33403,Manual, EcoSport,2015,Diesel,30,61.4,0
10700,26762,Manual, Fiesta,2017,Petrol,0,65.7,1
9000,33327,Manual, Fiesta,2016,Petrol,0,65.7,1
15800,9816,Automatic, Focus,2018,Petrol,150,51.4,1
10500,27958,Manual, Fiesta,2016,Petrol,0,65.7,1
7200,36740,Manual, Fiesta,2015,Petrol,125,54.3,1.2
11600,16127,Manual, Fiesta,2019,Petrol,145,60.1,1
10000,20109,Manual, Fiesta,2017,Petrol,150,65.7,1
10000,46008,Manual, Focus,2016,Diesel,0,74.3,1.5
11000,19698,Manual, Fiesta,2017,Petrol,150,65.7,1
10800,19030,Manual, Fiesta,2016,Petrol,20,62.8,1
10500,15244,Manual, Fiesta,2017,Petrol,145,65.7,1
18000,5731,Manual, Focus,2019,Petrol,145,60.1,1
12000,7626,Manual, Fiesta,2017,Petrol,20,62.8,1
10300,28480,Manual, Fiesta,2018,Petrol,145,65.7,1
17400,8607,Automatic, EcoSport,2019,Petrol,145,44.1,1
8800,38317,Manual, Fiesta,2017,Petrol,150,65.7,1
12000,23423,Manual, Fiesta,2017,Petrol,145,47.9,1.6
14000,9427,Manual, Fiesta,2019,Petrol,145,55.4,1
11700,24775,Automatic, Focus,2017,Petrol,125,51.4,1
12000,6794,Automatic, Fiesta,2017,Petrol,0,57.7,1
17700,1864,Manual, Focus,2019,Petrol,145,60.1,1
10900,21057,Manual, EcoSport,2017,Petrol,125,52.3,1
12300,32333,Manual, Focus,2017,Diesel,145,74.3,1.5
7700,31299,Manual, Fiesta,2015,Petrol,125,54.3,1.2
11000,31479,Manual, Focus,2017,Diesel,145,74.3,1.5
8000,33011,Manual, Fiesta,2015,Petrol,125,54.3,1.2
11800,36069,Manual, Fiesta,2017,Petrol,145,47.9,1.6
9400,11653,Manual, EcoSport,2017,Petrol,160,44.8,1.5
8900,47393,Manual, Focus,2015,Diesel,0,74.3,1.5
12300,14724,Manual, Focus,2017,Petrol,20,60.1,1
12700,13198,Manual, Focus,2018,Petrol,145,57.7,1
12400,13523,Manual, Fiesta,2019,Petrol,145,60.1,1
9800,6806,Automatic, Fiesta,2016,Petrol,150,47.9,1.6
7500,13585,Manual, Fiesta,2014,Petrol,0,65.7,1
6600,46794,Manual, Fiesta,2015,Petrol,125,54.3,1.2
12000,14436,Automatic, Focus,2016,Petrol,145,46.3,1.5
11000,25292,Manual, Fiesta,2017,Petrol,0,65.7,1
15000,9930,Manual, Fiesta,2019,Diesel,145,58.9,1.5
7000,38142,Manual, Fiesta,2013,Petrol,0,65.7,1
8400,54451,Manual, Focus,2015,Diesel,0,74.3,1.5
9300,8431,Automatic, Fiesta,2014,Petrol,145,47.9,1.6
10600,29984,Manual, Focus,2016,Petrol,20,60.1,1
12000,28733,Manual, Fiesta,2018,Petrol,145,65.7,1
10800,18218,Manual, Focus,2016,Diesel,0,74.3,1.5
18500,11716,Automatic, Focus,2019,Diesel,145,74.3,1.5
9300,33547,Manual, Focus,2016,Diesel,0,74.3,1.5
14300,18883,Manual, Focus,2018,Diesel,145,80.7,1.5
9400,10791,Manual, Fiesta,2016,Petrol,125,54.3,1.2
17600,16393,Manual, Focus,2017,Petrol,200,41.5,2
11500,23908,Automatic, Fiesta,2018,Petrol,145,54.3,1
13500,26159,Manual, Focus,2018,Petrol,145,58.9,1
9300,26000,Manual, Focus,2016,Petrol,20,61.4,1
13800,5111,Manual, Fiesta,2019,Petrol,145,58.9,1
10800,16959,Manual, Fiesta,2017,Petrol,145,62.8,1
10000,19638,Manual, Fiesta,2017,Petrol,20,62.8,1
8900,46894,Manual, Fiesta,2016,Diesel,0,78.5,1.5
6200,17953,Manual, Fiesta,2015,Petrol,30,54.3,1.2
12500,16936,Manual, Fiesta,2018,Petrol,145,62.8,1
11000,19133,Automatic, Fiesta,2017,Petrol,145,57.7,1
9000,29033,Manual, Fiesta,2018,Petrol,145,64.2,1.1
10300,14991,Manual, Fiesta,2017,Petrol,145,65.7,1
10300,23041,Manual, Fiesta,2017,Petrol,145,65.7,1
9500,12438,Manual, Fiesta,2018,Petrol,145,64.2,1.1
8600,25929,Manual, Fiesta,2016,Petrol,125,54.3,1.2
11400,30144,Manual, Fiesta,2018,Petrol,145,65.7,1
12700,21388,Manual, Focus,2017,Diesel,145,74.3,1.5
12300,20536,Manual, Fiesta,2018,Petrol,0,69,1
10800,25591,Manual, Fiesta,2017,Diesel,0,78.5,1.5
9100,13425,Manual, Fiesta,2016,Petrol,0,65.7,1
14200,20986,Manual, Focus,2019,Diesel,145,80.7,1.5
14400,16931,Manual, Focus,2018,Diesel,145,80.7,1.5
11700,33913,Manual, Fiesta,2018,Petrol,145,65.7,1
10200,31804,Manual, Fiesta,2017,Diesel,0,78.5,1.5
6800,32204,Manual, Fiesta,2015,Petrol,30,54.3,1.2
9000,32516,Manual, Focus,2014,Diesel,20,67.3,1.6
9600,18810,Manual, Fiesta,2015,Petrol,20,62.8,1
8500,12254,Manual, Fiesta,2017,Petrol,150,64.2,1.1
10799,21693,Automatic, Focus,2017,Petrol,150,51.4,1
10499,41600,Manual, Focus,2017,Diesel,0,74.3,1.5
7000,94581,Manual, Focus,2016,Petrol,125,51.4,1.5
7499,67331,Automatic, Focus,2015,Petrol,160,44.8,1.6
9299,22186,Manual, EcoSport,2017,Petrol,145,44.8,1.5
12000,80468,Automatic, Focus,2016,Diesel,30,61.4,2
10000,10200,Manual, Fiesta,2018,Petrol,150,65.7,1
6500,88220,Manual, Focus,2015,Diesel,0,74.3,1.5
8295,60030,Manual, Focus,2017,Diesel,145,74.3,1.5
8195,35230,Automatic, Fiesta,2016,Petrol,150,47.9,1.6
7695,50380,Manual, Focus,2015,Diesel,0,74.3,1.5
11695,57420,Manual, Focus,2016,Diesel,20,67.3,2
11490,19579,Manual, Focus,2017,Petrol,140,60.1,1
15990,11509,Manual, Fiesta,2019,Petrol,145,40.3,1.5
9000,29117,Manual, Fiesta,2017,Petrol,0,65.7,1
10000,14425,Manual, Fiesta,2018,Petrol,145,55.4,1.1
16800,2220,Automatic, Focus,2019,Diesel,145,67.3,1.5
9300,18798,Manual, Fiesta,2016,Diesel,0,88.3,1.5
17000,17510,Manual, Focus,2017,Petrol,200,41.5,2
10500,31779,Manual, Fiesta,2017,Petrol,0,65.7,1
6300,40178,Manual, Fiesta,2014,Petrol,30,54.3,1.2
14500,9961,Manual, EcoSport,2018,Petrol,145,54.3,1
9000,25122,Manual, Fiesta,2016,Petrol,0,65.7,1
9375,9633,Manual, EcoSport,2017,Diesel,145,44.8,1.5
9275,27450,Manual, Focus,2016,Petrol,20,61.4,1
11495,19050,Automatic, EcoSport,2017,Petrol,160,44.8,1.5
17650,3323,Automatic, EcoSport,2019,Petrol,145,45.6,1
8250,18234,Manual, Fiesta,2017,Petrol,145,65.7,1
3895,61171,Manual, Fiesta,2009,Petrol,145,49.6,1.2
7995,25406,Manual, Fiesta,2017,Petrol,125,54.3,1.2
18500,5289,Manual, Fiesta,2019,Petrol,145,40.3,1.5
11375,19484,Manual, Focus,2017,Petrol,145,60.1,1
11750,25465,Manual, Focus,2018,Diesel,145,74.3,1.5
12350,3977,Manual, Fiesta,2019,Petrol,145,56.5,1
9725,18291,Manual, Focus,2017,Diesel,0,74.3,1.5
6295,34000,Manual, Fiesta,2010,Petrol,145,48.7,1.4
8795,38886,Manual, Fiesta,2016,Petrol,0,65.7,1
8500,23457,Manual, Fiesta,2016,Petrol,0,65.7,1
14985,5400,Manual, Focus,2018,Petrol,150,58.9,1
9985,13555,Manual, Fiesta,2017,Petrol,145,65.7,1
1999,113492,Manual, Focus,2009,Petrol,200,42.2,1.6
1299,97556,Manual, Fiesta,2006,Diesel,30,62.8,1.4
2499,87023,Manual, Focus,2010,Diesel,30,62.8,1.6
2495,107000,Manual, Focus,2009,Petrol,205,42.2,1.6
2995,98000,Manual, Focus,2009,Diesel,145,54.3,1.8
9250,21128,Manual, Fiesta,2017,Petrol,0,65.7,1
9689,24989,Manual, Fiesta,2016,Petrol,0,65.7,1
9850,19610,Manual, Fiesta,2017,Petrol,0,65.7,1
14695,33896,Manual, Focus,2016,Diesel,20,67.3,2
6495,46000,Manual, Fiesta,2014,Petrol,30,54.3,1.2
7995,23000,Semi-Auto, Fiesta,2013,Petrol,145,47.9,1.6
7250,33000,Manual, Fiesta,2013,Diesel,0,76.4,1.5
13750,14000,Manual, Focus,2018,Petrol,150,51.4,1.5
8750,41000,Manual, Focus,2015,Diesel,0,74.3,1.5
18900,16000,Manual, Focus,2017,Petrol,200,41.5,2
13000,16800,Manual, Fiesta,2018,Petrol,145,58.9,1
16250,19500,Manual, Focus,2016,Petrol,200,41.5,2
13750,38000,Manual, Focus,2016,Diesel,20,67.3,2
4499,93193,Manual, Focus,2012,Petrol,145,47.9,1.6
11500,29755,Automatic, Focus,2017,Petrol,145,51.4,1
3989,88733,Manual, Fiesta,2009,Petrol,150,49.6,1.4
19000,4800,Manual, Focus,2019,Petrol,145,45.6,1.5
5250,67000,Manual, Fiesta,2012,Diesel,20,68.9,1.6
7750,45000,Manual, Fiesta,2016,Petrol,0,65.7,1
13000,3000,Manual, Fiesta,2018,Petrol,145,61.4,1
8000,58000,Manual, EcoSport,2016,Petrol,125,53.3,1
6250,53000,Manual, Focus,2013,Petrol,145,47.9,1.6
15500,10000,Manual, Focus,2019,Petrol,145,60.1,1
20000,100,Manual, Focus,2020,Petrol,145,60.1,1
16489,17155,Manual, Focus,2017,Diesel,145,67.3,2
8289,28405,Manual, Fiesta,2017,Petrol,150,65.7,1
14789,10444,Manual, Focus,2018,Petrol,145,60.1,1
3689,76648,Manual, Fiesta,2010,Petrol,145,49.6,1.4
9388,32780,Semi-Auto, Focus,2016,Diesel,0,67.3,1.5
12389,14948,Manual, Fiesta,2019,Petrol,145,65.7,1
8000,28000,Manual, Fiesta,2016,Petrol,0,65.7,1
14500,9000,Manual, Focus,2018,Petrol,145,50.4,1.5
4650,52000,Manual, Fiesta,2012,Petrol,125,50.4,1.2
8800,16000,Manual, Fiesta,2017,Petrol,150,54.3,1.2
8000,40000,Manual, Fiesta,2016,Petrol,0,65.7,1
8750,19000,Manual, Fiesta,2017,Petrol,125,54.3,1.2
13989,14413,Manual, Focus,2019,Petrol,145,58.9,1
